compound_id	compound_name	category
CPD-22263	15 epi-lipoxin A4	Organic-Acids
CPD-22263	15 epi-lipoxin A4	Lipoxins
CPD-22264	(7E,9E,11Z,14Z,18R,16E)-(5S,6S)-5,6-epoxyicosa-15-hydroxy-7,9,11,14,18-pentaenoate	Others
CPD-22265	tomatid-3-one	Others
CPD-22266	tomatid-4-en-3-one	Others
CPD-22267	dehydrotomatidine	Others
CPD-22268	solasod-4-en-3-one	Oxosteroids
CPD-22268	solasod-4-en-3-one	ALKALOID
CPD-22269	solasod-3-one	Oxosteroids
CPD-22269	solasod-3-one	ALKALOID
CPD-22270	soladulcidine	ALKALOID
CPD-22270	soladulcidine	Hydroxysteroids
CPD-22271	(S)-codamine	ALKALOID
CPD-22272	ferroheme oP2	Organonitrogen-Heterocyclic-Compounds
CPD-22272	ferroheme oP2	Organonitrogen-Compounds
CPD-22272	ferroheme oP2	HEME_O
CPD-22272	ferroheme oP2	Porphyrins
CPD-22273	ferroheme oP1	Organonitrogen-Heterocyclic-Compounds
CPD-22273	ferroheme oP1	Organonitrogen-Compounds
CPD-22273	ferroheme oP1	HEME_O
CPD-22273	ferroheme oP1	Porphyrins
CPD-22274	ferroheme oT	Organonitrogen-Heterocyclic-Compounds
CPD-22274	ferroheme oT	Organonitrogen-Compounds
CPD-22274	ferroheme oT	HEME_O
CPD-22274	ferroheme oT	Porphyrins
CPD-22275	ferroheme aS	Organonitrogen-Heterocyclic-Compounds
CPD-22275	ferroheme aS	Organonitrogen-Compounds
CPD-22275	ferroheme aS	Porphyrins
CPD-22276	a phytosphingosine 1-phosphate	Phospholipids
CPD-22276	a phytosphingosine 1-phosphate	SPHINGOLIPIDS
CPD-22277	16&alpha;,22,26-trihydroxycholesterol	Hydroxysteroids
CPD-22278	solanid-4-en-3-one	Oxosteroids
CPD-22278	solanid-4-en-3-one	ALKALOID
CPD-22279	solanid-3-one	Oxosteroids
CPD-22279	solanid-3-one	ALKALOID
CPD-22280	demissidine	Oxosteroids
CPD-22280	demissidine	ALKALOID
CPD-22281	5-bromo-4-chloro-3-indolyl sulfate	Aryl-sulfates
CPD-22282	3-hydroxybutanal	Aldehydes
CPD-22283	4-pyridinecarboxaldehyde	Aldehydes
CPD-22283	4-pyridinecarboxaldehyde	Aryl-Aldehyde
CPD-22284	aldehydo-2-deoxy-D-ribose	Carbohydrates
CPD-22284	aldehydo-2-deoxy-D-ribose	Aldehydes
CPD-22286	2-deoxy-&alpha;-D-ribofuranose	Carbohydrates
CPD-22286	2-deoxy-&alpha;-D-ribofuranose	Aldehydes
CPD-22287	2-deoxy-&beta;-D-ribofuranose	Carbohydrates
CPD-22287	2-deoxy-&beta;-D-ribofuranose	Aldehydes
CPD-22288	2-deoxy-ribono-1,5-lactone	Carbohydrates
CPD-22288	2-deoxy-ribono-1,5-lactone	Lactones
CPD-22290	2-deoxy-3-dehydro-D-ribonate	Organic-Acids
CPD-22292	D-glyceroyl-CoA	Thioesters
CPD-22294	phthalazine	Organonitrogen-Heterocyclic-Compounds
CPD-22294	phthalazine	Organonitrogen-Compounds
CPD-22294	phthalazine	Organic-Heteropolycyclic-Compounds
CPD-22295	isoquinolin-5-ol	Organic-Heteropolycyclic-Compounds
CPD-22295	isoquinolin-5-ol	Organonitrogen-Heterocyclic-Compounds
CPD-22295	isoquinolin-5-ol	Organonitrogen-Compounds
CPD-22296	quinazoline	Organonitrogen-Heterocyclic-Compounds
CPD-22296	quinazoline	Organonitrogen-Compounds
CPD-22296	quinazoline	Organic-Heteropolycyclic-Compounds
CPD-22297	Meldola blue	Others
CPD-22298	7-oxolithocholate methyl ester	Hydroxysteroids
CPD-22299	ursodeoxycholate methyl ester	Hydroxysteroids
CPD-223	UDP-&beta;-L-iduronate	Organonitrogen-Heterocyclic-Compounds
CPD-223	UDP-&beta;-L-iduronate	Organonitrogen-Compounds
CPD-223	UDP-&beta;-L-iduronate	Carbohydrates
CPD-223	UDP-&beta;-L-iduronate	Nucleotides
CPD-22303	N,O-bisacetyl-L-serine	Organic-Acids
CPD-22303	N,O-bisacetyl-L-serine	Amino-Acids
CPD-22304	iodinated Bolton-Hunter reagent	Others
CPD-22306	N-hydroxysuccinimide	Others
CPD-22307	3-deoxy-D-arabino-heptulopyranuronate 7-phosphate	Carbohydrates
CPD-22308	&gamma;-valerolactone	Lactones
CPD-22309	D-allocystathionine	Organic-Acids
CPD-22309	D-allocystathionine	Amino-Acids
CPD-22311	peroxysulfate	Inorganic-Ions
CPD-22311	peroxysulfate	Anions
CPD-22313	(3S)-3-hydroxyoctanoyl-CoA	Thioesters
CPD-22314	cyanocob(II)inamide	Organonitrogen-Heterocyclic-Compounds
CPD-22314	cyanocob(II)inamide	Organonitrogen-Compounds
CPD-22314	cyanocob(II)inamide	Cobalt-corrinoid-hexaamides
CPD-22315	aquacob(II)inamide	Organonitrogen-Heterocyclic-Compounds
CPD-22315	aquacob(II)inamide	Organonitrogen-Compounds
CPD-22315	aquacob(II)inamide	Cobalt-corrinoid-hexaamides
CPD-22316	aquacyanocob(III)inamide	Organonitrogen-Heterocyclic-Compounds
CPD-22316	aquacyanocob(III)inamide	Organonitrogen-Compounds
CPD-22316	aquacyanocob(III)inamide	Cobalt-corrinoid-hexaamides
CPD-22317	a 2,2'-dilysocardiolipin	Glycerolipids
CPD-22318	microcin J25	Modified-Peptides
CPD-22318	microcin J25	Peptide-Antibiotics
CPD-22319	(-)-jasmonoyl-L-alanine	Plant-Hormones
CPD-22323	TRIMBOA-&beta;-D-glucoside	Carbohydrates
CPD-22323	TRIMBOA-&beta;-D-glucoside	Indoles
CPD-22324	DIM2BOA-&beta;-D-glucoside	Carbohydrates
CPD-22324	DIM2BOA-&beta;-D-glucoside	Indoles
CPD-22325	HDM2BOA-glucoside	Carbohydrates
CPD-22325	HDM2BOA-glucoside	Indoles
CPD-22326	enolpyruvoyl-2-diphospho-5'-guanosine	Others
CPD-22327	dehydro factor 420-0	Factor-420
CPD-22328	FAD-N5-oxide	Organonitrogen-Heterocyclic-Compounds
CPD-22328	FAD-N5-oxide	Organonitrogen-Compounds
CPD-22328	FAD-N5-oxide	Redox-Electron-Carriers
CPD-22328	FAD-N5-oxide	Organic-Heteropolycyclic-Compounds
CPD-22329	FMN-N5-oxide	Organonitrogen-Heterocyclic-Compounds
CPD-22329	FMN-N5-oxide	Organonitrogen-Compounds
CPD-22329	FMN-N5-oxide	Redox-Electron-Carriers
CPD-22329	FMN-N5-oxide	Organic-Heteropolycyclic-Compounds
CPD-22331	(Z)-2-methylureidoacrylate	Others
CPD-22332	(Z)-2-methylaminoacrylate	Others
CPD-22333	&beta;-citryl-L-glutamine	Organic-Acids
CPD-22333	&beta;-citryl-L-glutamine	Amino-Acids
CPD-22334	sodorifen	Terpenoids
CPD-22334	sodorifen	Polyisoprenoids
CPD-22335	pre-sodorifen diphosphate	Others
CPD-22336	(2E)-3-methyl-5-[(1S,4R,5R)-1,2,3,4,5-pentamethylcyclopent-2-en-1-yl]pent-2-en-1-ol	Others
CPD-22339	2,6-dichloro-1,4-benzoquinone	Reduced-Quinones
CPD-22340	2-chloro-6-hydroxy-1,4-benzoquinone	Others
CPD-22341	3,6-dichloropyridine-2,5-diol	Organonitrogen-Heterocyclic-Compounds
CPD-22341	3,6-dichloropyridine-2,5-diol	Organonitrogen-Compounds
CPD-22342	6-chloropyridine-2,3,5-triol	Organonitrogen-Heterocyclic-Compounds
CPD-22342	6-chloropyridine-2,3,5-triol	Organonitrogen-Compounds
CPD-22344	2-isopropyl-6-methylpyrimidin-4-ol	Others
CPD-22345	chlorferone	Aryl-Dialkyl-Phosphate
CPD-22346	cadusafos	Insecticides
CPD-22347	ethoprophos	Insecticides
CPD-22348	fenamiphos	Aryl-Dialkyl-Phosphate
CPD-22349	3-methyl-4-(methylsulfanyl)phenol	Others
CPD-22350	ethoxy(isopropylamino)phosphinate	Others
CPD-22351	dipropylsulfanylphosphinate	Others
CPD-22352	bis(sec-butylsulfanyl)phosphinate	Others
CPD-22353	dyfonate	Insecticides
CPD-22355	methyl paraoxon	C-nitro-compounds
CPD-22356	(R)-(1-hydroxyethyl)phosphonate	Organophosphorus-Compounds
CPD-22360	(+)-cis,cis-nepetalactone	Terpenoids
CPD-22360	(+)-cis,cis-nepetalactone	Polyisoprenoids
CPD-22361	(+)-cis,cis-nepetalactol	Terpenoids
CPD-22361	(+)-cis,cis-nepetalactol	Polyisoprenoids
CPD-22362	(S)-8-oxocitronellyl enol	Aldehydes
CPD-22362	(S)-8-oxocitronellyl enol	Polyisoprenoids
CPD-22362	(S)-8-oxocitronellyl enol	Terpenoids
CPD-22363	phenyl acetate	Others
CPD-22364	(+)-trans,cis-nepetalactone	Terpenoids
CPD-22364	(+)-trans,cis-nepetalactone	Polyisoprenoids
CPD-22365	(+)-trans,trans-nepetalactone	Terpenoids
CPD-22365	(+)-trans,trans-nepetalactone	Polyisoprenoids
CPD-22366	7-epi-deoxyloganate	Terpenoids
CPD-22366	7-epi-deoxyloganate	Polyisoprenoids
CPD-22367	mussaenosidate	Terpenoids
CPD-22367	mussaenosidate	Polyisoprenoids
CPD-22368	10-deoxygeniposidate	Terpenoids
CPD-22368	10-deoxygeniposidate	Polyisoprenoids
CPD-22369	antirrhinoside	Terpenoids
CPD-22369	antirrhinoside	Polyisoprenoids
CPD-22370	(-)-cis,trans-nepetalactol	Terpenoids
CPD-22370	(-)-cis,trans-nepetalactol	Polyisoprenoids
CPD-22371	(R)-8-oxocitronellyl enol	Aldehydes
CPD-22371	(R)-8-oxocitronellyl enol	Polyisoprenoids
CPD-22371	(R)-8-oxocitronellyl enol	Terpenoids
CPD-22372	isophthalyl-CoA	Thioesters
CPD-22373	(2E)-3,7-dimethylocta-2,6-diene-1-thiol	Terpenoids
CPD-22373	(2E)-3,7-dimethylocta-2,6-diene-1-thiol	Polyisoprenoids
CPD-22374	phosphoroselenoate	Others
CPD-22375	petunidin-3-O-&beta;-D-glucoside	Carbohydrates
CPD-22375	petunidin-3-O-&beta;-D-glucoside	Organic-aromatic-compounds
CPD-22375	petunidin-3-O-&beta;-D-glucoside	Organic-Heteropolycyclic-Compounds
CPD-22376	ertapenem	Cyclic-Amides
CPD-22376	ertapenem	Beta-Lactams
CPD-22377	triacetylfusarinine C	Siderophore
CPD-22377	triacetylfusarinine C	Hydroxamate-siderophores
CPD-22378	ferrirubin	Siderophore
CPD-22378	ferrirubin	Hydroxamate-siderophores
CPD-22379	ethyl octanoate	Carboxylic-esters
CPD-22380	ethyl decanoate	Carboxylic-esters
CPD-22381	ethyl butanoate	Carboxylic-esters
CPD-22382	dityrosine	Others
CPD-22385	(2Z)-2-hydroxyhexa-2,5-dienoate	Others
CPD-22387	fluconazole	Others
CPD-22388	diazaborine	Sulfonamides
CPD-22388	diazaborine	Organonitrogen-Heterocyclic-Compounds
CPD-22388	diazaborine	Organonitrogen-Compounds
CPD-22389	benomyl	Organonitrogen-Heterocyclic-Compounds
CPD-22389	benomyl	Organonitrogen-Compounds
CPD-22389	benomyl	Organic-Heteropolycyclic-Compounds
CPD-22392	miltefosine	Phospholipids
CPD-22393	dihydropyoverdine I	Siderophore
CPD-22393	dihydropyoverdine I	Benzenediols
CPD-22393	dihydropyoverdine I	Diols
CPD-22393	dihydropyoverdine I	Hydroxamate-siderophores
CPD-22395	succinamide-pyoverdine I	Siderophore
CPD-22395	succinamide-pyoverdine I	Benzenediols
CPD-22395	succinamide-pyoverdine I	Diols
CPD-22395	succinamide-pyoverdine I	Hydroxamate-siderophores
CPD-22396	succinate-pyoverdine I	Siderophore
CPD-22396	succinate-pyoverdine I	Benzenediols
CPD-22396	succinate-pyoverdine I	Diols
CPD-22396	succinate-pyoverdine I	Hydroxamate-siderophores
CPD-22397	2-oxoglutarate-pyoverdine I	Siderophore
CPD-22397	2-oxoglutarate-pyoverdine I	Benzenediols
CPD-22397	2-oxoglutarate-pyoverdine I	Diols
CPD-22397	2-oxoglutarate-pyoverdine I	Hydroxamate-siderophores
CPD-22398	succinamide	Carboxamides
CPD-22399	malamide	Carboxamides
CPD-22400	3,5-dioxohexanoate	Organic-Acids
CPD-22401	betainyl-CoA	Thioesters
CPD-22402	lipid IVA (P. putida)	Carbohydrates
CPD-22402	lipid IVA (P. putida)	Glycolipids
CPD-22403	lipid A disaccharide (P. putida)	Carbohydrates
CPD-22403	lipid A disaccharide (P. putida)	Glycolipids
CPD-22404	lipid X (P. putida)	Carbohydrates
CPD-22404	lipid X (P. putida)	Glycolipids
CPD-22405	UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	Organonitrogen-Heterocyclic-Compounds
CPD-22405	UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	Organonitrogen-Compounds
CPD-22405	UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	Carbohydrates
CPD-22405	UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	Nucleotides
CPD-22406	UDP-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	Organonitrogen-Heterocyclic-Compounds
CPD-22406	UDP-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	Organonitrogen-Compounds
CPD-22406	UDP-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	Carbohydrates
CPD-22406	UDP-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	Nucleotides
CPD-22407	UDP-3-O-[(3R)-3-hydroxydecanoyl]-N-acetyl-&alpha;-D-glucosamine	Organonitrogen-Heterocyclic-Compounds
CPD-22407	UDP-3-O-[(3R)-3-hydroxydecanoyl]-N-acetyl-&alpha;-D-glucosamine	Organonitrogen-Compounds
CPD-22407	UDP-3-O-[(3R)-3-hydroxydecanoyl]-N-acetyl-&alpha;-D-glucosamine	Carbohydrates
CPD-22407	UDP-3-O-[(3R)-3-hydroxydecanoyl]-N-acetyl-&alpha;-D-glucosamine	Nucleotides
CPD-22408	&alpha;-Kdo-(2&rarr;6)-lipid IVA (P. putida)	Carbohydrates
CPD-22408	&alpha;-Kdo-(2&rarr;6)-lipid IVA (P. putida)	Glycolipids
CPD-22409	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid IVA (P. putida)	Bacterial-Endotoxins
CPD-22409	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid IVA (P. putida)	Carbohydrates
CPD-22409	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid IVA (P. putida)	Toxins
CPD-22409	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid IVA (P. putida)	Glycolipids
CPD-22410	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-(lauroyl)-lipid IVA (P. putida)	Carbohydrates
CPD-22410	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-(lauroyl)-lipid IVA (P. putida)	Glycolipids
CPD-22411	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid A form C (P. putida)	Carbohydrates
CPD-22411	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid A form C (P. putida)	Glycolipids
CPD-22412	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid A form D (P. putida)	Carbohydrates
CPD-22412	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid A form D (P. putida)	Glycolipids
CPD-22413	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid A form A (P. putida)	Carbohydrates
CPD-22413	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid A form A (P. putida)	Glycolipids
CPD-22414	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid A form B (P. putida)	Carbohydrates
CPD-22414	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid A form B (P. putida)	Glycolipids
CPD-22415	acadesine	Organonitrogen-Heterocyclic-Compounds
CPD-22415	acadesine	Organonitrogen-Compounds
CPD-22416	barban	Carboxylic-esters
CPD-22418	10-N-nonyl acridine orange	Others
CPD-22419	ferrioxamine B	Siderophore
CPD-22419	ferrioxamine B	Hydroxamate-siderophores
CPD-22421	sodium bicarbonate	Organic-Salts
CPD-22422	ginkgotoxin	Organonitrogen-Heterocyclic-Compounds
CPD-22422	ginkgotoxin	Organonitrogen-Compounds
CPD-22423	2,5-norbornadiene	Others
CPD-22469	prekainate	Others
CPD-22470	kainate	Others
CPD-22472	kainate lactone	Others
CPD-22473	(E)-3-methylbutanal oxime	Aldoxime
CPD-22474	(Z)-3-methylbutanal oxime	Aldoxime
CPD-22475	isovaleronitrile	Others
CPD-22476	(R)-2-hydroxy-3-methybutanenitrile	Alpha-hydroxynitriles
CPD-22477	epiheterodendrin	Carbohydrates
CPD-22478	3-hydroxy-3-methylbutanenitrile	Others
CPD-22479	3-methyl-2-butenenitrile	Others
CPD-22480	(Z)-4-hydroxy-3-methylbut-2-enenitrile	Others
CPD-22481	osmaronin	Carbohydrates
CPD-22482	(S)-4-hydroxy-3-methylbutanenitrile	Others
CPD-22483	dihydroosmaronin	Carbohydrates
CPD-22484	epidermin	Carbohydrates
CPD-22485	4-hydroxy-3-(hydroxymethyl)-2-butenenitrile	Diols
CPD-22486	sutherlandin	Carbohydrates
CPD-22487	1''-O-acetyl-ADP-ribose	Carbohydrates
CPD-22487	1''-O-acetyl-ADP-ribose	ADP-SUGARS
CPD-22487	1''-O-acetyl-ADP-ribose	Nucleotides
CPD-22488	N-geranyl-L-glutamate	Others
CPD-22489	N-(7'-carboxy-7'-demethylgeranyl)-L-glutamate	Others
CPD-22490	dainic acid A	Others
CPD-22491	isodomoic acid A	Others
CPD-22492	nitrosoguanidine	Nitroso-Compounds
CPD-22493	6-azauracil	Modified-Bases
CPD-22494	fingolimod	Others
CPD-22495	N-[(3-palmitoyloxy)-palmitoyl]glycine	Organic-Acids
CPD-22495	N-[(3-palmitoyloxy)-palmitoyl]glycine	Acylated-Amino-Acid-Lipids
CPD-22495	N-[(3-palmitoyloxy)-palmitoyl]glycine	Amino-Acids
CPD-22496	flavolipin	Organic-Acids
CPD-22496	flavolipin	Acylated-Amino-Acid-Lipids
CPD-22496	flavolipin	Amino-Acids
CPD-22498	poly(2,5-ethylene furandicarboxylate)	Others
CPD-22499	5-(ethoxycarbonyl)furan-2-carboxylate	Others
CPD-225	trans-aconitate	Organic-Acids
CPD-22500	bis-(2-hydroxyethyl) terephthalate	Organic-aromatic-compounds
CPD-22500	bis-(2-hydroxyethyl) terephthalate	Carboxylic-esters
CPD-22501	daurichromenate	Terpenoids
CPD-22501	daurichromenate	Polyisoprenoids
CPD-22502	grifolate	Terpenoids
CPD-22502	grifolate	Polyisoprenoids
CPD-22503	galactoflavin	Organonitrogen-Heterocyclic-Compounds
CPD-22503	galactoflavin	Organonitrogen-Compounds
CPD-22503	galactoflavin	Organic-Heteropolycyclic-Compounds
CPD-22504	hyoscyamine aldehyde	ALKALOID
CPD-22505	6-hydroxypicolinate	Organonitrogen-Heterocyclic-Compounds
CPD-22505	6-hydroxypicolinate	Organonitrogen-Compounds
CPD-22505	6-hydroxypicolinate	Organic-Acids
CPD-22505	6-hydroxypicolinate	Aromatic-Acid
CPD-22506	3,6-dihydroxypicolinate	Organonitrogen-Heterocyclic-Compounds
CPD-22506	3,6-dihydroxypicolinate	Organonitrogen-Compounds
CPD-22506	3,6-dihydroxypicolinate	Organic-Acids
CPD-22506	3,6-dihydroxypicolinate	Aromatic-Acid
CPD-22508	8-phenyloctanoyl-CoA	Thioesters
CPD-22508	8-phenyloctanoyl-CoA	Phenylalkanoyl-CoAs
CPD-22509	10-phenyldecanoate	Organic-Acids
CPD-22509	10-phenyldecanoate	Aromatic-Acid
CPD-22510	4-phenylbutanoyl-Coa	Thioesters
CPD-22510	4-phenylbutanoyl-Coa	Phenylalkanoyl-CoAs
CPD-22511	5-phenylpentanoyl-CoA	Thioesters
CPD-22511	5-phenylpentanoyl-CoA	Phenylalkanoyl-CoAs
CPD-22512	5-phenylheptanoyl-CoA	Thioesters
CPD-22512	5-phenylheptanoyl-CoA	Phenylalkanoyl-CoAs
CPD-22513	8-phenyldecanoyl-CoA	Thioesters
CPD-22513	8-phenyldecanoyl-CoA	Phenylalkanoyl-CoAs
CPD-22514	4-phenylhexanoyl-Coa	Thioesters
CPD-22514	4-phenylhexanoyl-Coa	Phenylalkanoyl-CoAs
CPD-22515	4-O-methyl-D-myo-inosose	Cyclic-Alcohols
CPD-22516	5-hydroxypicolinate	Organonitrogen-Heterocyclic-Compounds
CPD-22516	5-hydroxypicolinate	Organonitrogen-Compounds
CPD-22516	5-hydroxypicolinate	Organic-Acids
CPD-22516	5-hydroxypicolinate	Aromatic-Acid
CPD-22517	(4S)-2-[(S)-[(2R)-2-amino-2-phenylacetamido](carboxylato)methyl]-5,5-dimethyl-1,3-thiazolidine-4-carboxylate	Others
CPD-22519	CPD-22519	Others
CPD-22520	D,L-propargylglycine	Organic-Acids
CPD-22520	D,L-propargylglycine	Amino-Acids
CPD-22521	(1R)-(+)-cis,cis-nepetalactol	Terpenoids
CPD-22521	(1R)-(+)-cis,cis-nepetalactol	Polyisoprenoids
CPD-22522	(1S)-(+)-cis,cis-nepetalactol	Terpenoids
CPD-22522	(1S)-(+)-cis,cis-nepetalactol	Polyisoprenoids
CPD-22523	(1R)-(+)-cis,trans-nepetalactol	Terpenoids
CPD-22523	(1R)-(+)-cis,trans-nepetalactol	Polyisoprenoids
CPD-22524	(1S)-(+)-cis,trans-nepetalactol	Terpenoids
CPD-22524	(1S)-(+)-cis,trans-nepetalactol	Polyisoprenoids
CPD-22525	p-aminophenyl-&beta;-D-glucoside	Aryl-Glucosides
CPD-22526	p-aminophenyl-&alpha;-D-glucoside	Aryl-Glucosides
CPD-22527	isopropyl &beta;-D-thiogalactopyranoside	Carbohydrates
CPD-22528	phenylethyl-&beta;-D-galactopyranoside	Carbohydrates
CPD-22529	N-(8'-hydroxylgeranyl)-L-glutamate	Others
CPD-22530	N-(8'-oxogeranyl)-L-glutamate	Others
CPD-22531	N-hydroxy-L-leucine	Organic-Acids
CPD-22531	N-hydroxy-L-leucine	Amino-Acids
CPD-22532	N,N-dihydroxy-L-leucine	Organic-Acids
CPD-22532	N,N-dihydroxy-L-leucine	Amino-Acids
CPD-22535	dihydropyoverdine G4R A	Siderophore
CPD-22535	dihydropyoverdine G4R A	Benzenediols
CPD-22535	dihydropyoverdine G4R A	Diols
CPD-22535	dihydropyoverdine G4R A	Hydroxamate-siderophores
CPD-22536	hepta-acylated Kdo2 lipid A (E. coli)	Toxins
CPD-22536	hepta-acylated Kdo2 lipid A (E. coli)	Carbohydrates
CPD-22536	hepta-acylated Kdo2 lipid A (E. coli)	Bacterial-Endotoxins
CPD-22536	hepta-acylated Kdo2 lipid A (E. coli)	Glycolipids
CPD-22538	2-palmitoyl-sn-glycero-3-phosphoserine	Phospholipids
CPD-22539	lipid Y (E. coli)	Carbohydrates
CPD-22539	lipid Y (E. coli)	Glycolipids
CPD-22540	(R,R)-chrysanthemol	Others
CPD-22541	(R,R)-chrysanthemal	Others
CPD-22543	jasmolin I	Others
CPD-22544	cinerin I	Others
CPD-22545	jasmolin II	Others
CPD-22546	cinerin II	Others
CPD-22547	lavandulol	Others
CPD-22548	(E)-hept-2-enal	Aldehydes
CPD-22549	bifenthrin	Insecticides
CPD-22550	permethrin	Insecticides
CPD-22551	cypermethrin	Insecticides
CPD-22552	aurone	Organic-Heteropolycyclic-Compounds
CPD-22552	aurone	Organic-aromatic-compounds
CPD-22553	2,3-dihydroxypicolinate	Organonitrogen-Heterocyclic-Compounds
CPD-22553	2,3-dihydroxypicolinate	Organonitrogen-Compounds
CPD-22553	2,3-dihydroxypicolinate	Organic-Acids
CPD-22553	2,3-dihydroxypicolinate	Aromatic-Acid
CPD-22554	apulose	Carbohydrates
CPD-22555	apulose 4-phosphate	Carbohydrates
CPD-22556	aldehydo-D-apiose	Carbohydrates
CPD-22557	D-apionolactone	Lactones
CPD-22558	D-apiofuranose	Carbohydrates
CPD-22559	D-apionate	Organic-Acids
CPD-22560	3-oxoisoapionate 4-phosphate	Others
CPD-22561	3-oxoisoapionate	Organic-Acids
CPD-22562	amicoumacin A	Others
CPD-22563	amicoumacin B	Others
CPD-22564	amicoumacin C	Others
CPD-22565	amicoumacin A 2-phosphate	Others
CPD-22566	amicoumacin B 2-phosphate	Others
CPD-22567	hexadecasphinganine	Amino-alcohols
CPD-22568	tetradecasphinganine	Amino-alcohols
CPD-22570	3-dehydrolevoglucosan	Carbohydrates
CPD-22571	aldehydo-digitalose	Carbohydrates
CPD-22571	aldehydo-digitalose	Aldehydes
CPD-22572	D-digitalose	Carbohydrates
CPD-22572	D-digitalose	Aldehydes
CPD-22573	&beta;-D-digitalopyranose	Carbohydrates
CPD-22573	&beta;-D-digitalopyranose	Aldehydes
CPD-22574	cardenolide	Cardenolides
CPD-22575	diginatin	Cardiac-Glycosides
CPD-22575	diginatin	Cardenolides
CPD-22576	gitoxigenin	Cardenolides
CPD-22577	digitoxin	Cardiac-Glycosides
CPD-22577	digitoxin	Cardenolides
CPD-22578	gitoxin	Cardiac-Glycosides
CPD-22578	gitoxin	Cardenolides
CPD-22579	digoxigenin	Cardenolides
CPD-22580	digoxin	Cardiac-Glycosides
CPD-22580	digoxin	Cardenolides
CPD-22581	diginatigenin	Cardenolides
CPD-22582	gitaloxin	Cardiac-Glycosides
CPD-22582	gitaloxin	Cardenolides
CPD-22583	gitaloxigenin	Cardenolides
CPD-22584	oleandrin	Cardiac-Glycosides
CPD-22584	oleandrin	Cardenolides
CPD-22585	oleandrigenin	Cardenolides
CPD-22587	5&beta;-pregnane-3&beta;,14&beta;-diol-20-one	C21-Steroids
CPD-22587	5&beta;-pregnane-3&beta;,14&beta;-diol-20-one	Hydroxysteroids
CPD-22588	3&beta;,14&beta;,21-trihydroxy-5&beta;-pregnane-20-one	C21-Steroids
CPD-22588	3&beta;,14&beta;,21-trihydroxy-5&beta;-pregnane-20-one	Hydroxysteroids
CPD-22589	(E)-3&beta;,14&beta;,21-trihydroxy-23-nor-5-&beta;-chol-20(22)-enate	Hydroxysteroids
CPD-22592	glucodigitoxigenin 3-O-&beta;-D-quinovoside	Cardiac-Glycosides
CPD-22592	glucodigitoxigenin 3-O-&beta;-D-quinovoside	Cardenolides
CPD-22593	bufadienolide	Bufadienolides
CPD-22594	(5&beta;)-bufadienolide	Bufadienolides
CPD-22595	bryotoxin A	Bufadienolides
CPD-22595	bryotoxin A	Cardiac-Glycosides
CPD-22597	6-deoxy-D-allose	Carbohydrates
CPD-22597	6-deoxy-D-allose	Aldehydes
CPD-22598	3&beta;,14&beta;-dihydroxy-5&beta;-pregnane-20-one-21-O-malonylhemiester	Hydroxysteroids
CPD-22599	(20,21)-dihydro-20-hydroxydigitoxigenin	Hydroxysteroids
CPD-22599	(20,21)-dihydro-20-hydroxydigitoxigenin	Cardenolides
CPD-226	vinylacetyl-CoA	Thioesters
CPD-22601	(E)-4-hydroxy-6-(styryl)pyran-2-one	Lactones
CPD-22602	(E)-5,6-dihydro-4-hydroxy-6-(styryl)pyran-2-one	Lactones
CPD-22603	(R)-(+)-kavain	Lactones
CPD-22605	&beta;-D-digitoxopyranose	Carbohydrates
CPD-22605	&beta;-D-digitoxopyranose	D-Digitoxopyranose
CPD-22606	&alpha;-D-digitoxopyranose	Carbohydrates
