pathway_id	pathway_name	category
PWY-6812	xyloglucan degradation III (cellobiohydrolase)	Carbohydrates-Degradation
PWY-6813	glucuronoarabinoxylan degradation	Carbohydrates-Degradation
PWY-6815	porphyran degradation	Carbohydrates-Degradation
PWY-6816	agarose degradation	Carbohydrates-Degradation
PWY-6817	&lambda;-carrageenan degradation	Carbohydrates-Degradation
PWY-6818	ornithine lipid biosynthesis	Lipid-Biosynthesis
PWY-6820	diphyllin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6821	&kappa;-carrageenan degradation	Carbohydrates-Degradation
PWY-6822	&iota;-carrageenan degradation	Carbohydrates-Degradation
PWY-6823	molybdopterin biosynthesis	Cofactor-Biosynthesis
PWY-6824	justicidin B biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6825	phosphatidylcholine biosynthesis V	Lipid-Biosynthesis
PWY-6826	phosphatidylcholine biosynthesis VI	Lipid-Biosynthesis
PWY-6827	gellan degradation	Carbohydrates-Degradation
PWY-6828	linezolid resistance	Antibiotic-Resistance
PWY-6829	tRNA methylation (yeast)	Nucleic-Acid-Processing
PWY-6830	superpathway of methanogenesis	Respiration
PWY-6831	pyrrolnitrin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6832	2-aminoethylphosphonate degradation II	Noncarbon-Nutrients
PWY-6834	spermidine biosynthesis III	Polyamine-Biosynthesis
PWY-6835	6-gingerol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6836	santalene biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6837	fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)	Fatty-Acid-and-Lipid-Degradation
PWY-6839	2-aminoethylphosphonate biosynthesis	Noncarbon-Nutrients
PWY-6840	homoglutathione biosynthesis	Cofactor-Biosynthesis
PWY-6841	homophytochelatin biosynthesis	Others
PWY-6842	glutathione-mediated detoxification II	Others
PWY-6845	nitric oxide biosynthesis I (plants)	Metabolic-Regulators
PWY-6848	rutin degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-6852	senecionine N-oxide biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6853	ethene biosynthesis II (microbes)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6854	ethene biosynthesis III (microbes)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6855	chitin degradation I (archaea)	Carbohydrates-Degradation
PWY-6857	retinol biosynthesis	Cofactor-Biosynthesis
PWY-6859	all-trans-farnesol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6861	the visual cycle I (vertebrates)	Cofactor-Biosynthesis
PWY-6863	pyruvate fermentation to hexanol (engineered)	Fermentation
PWY-6871	3-methylbutanol biosynthesis (engineered)	Other-biosynthesis
PWY-6872	retinoate biosynthesis I	Cofactor-Biosynthesis
PWY-6873	long chain fatty acid ester synthesis (engineered)	Others
PWY-6875	retinoate biosynthesis II	Cofactor-Biosynthesis
PWY-6876	isopropanol biosynthesis (engineered)	Others
PWY-6883	pyruvate fermentation to butanol II (engineered)	Fermentation
PWY-6886	1-butanol autotrophic biosynthesis (engineered)	Fermentation
PWY-6887	kauralexin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6888	zealexin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6890	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I	Cofactor-Biosynthesis
PWY-6891	thiazole component of thiamine diphosphate biosynthesis II	Cofactor-Biosynthesis
PWY-6892	thiazole component of thiamine diphosphate biosynthesis I	Cofactor-Biosynthesis
PWY-6893	thiamine diphosphate biosynthesis II (Bacillus)	Cofactor-Biosynthesis
PWY-6894	thiamine diphosphate biosynthesis I (E. coli)	Cofactor-Biosynthesis
PWY-6895	superpathway of thiamine diphosphate biosynthesis II	Cofactor-Biosynthesis
PWY-6896	thiamine diphosphate salvage I	Cofactor-Biosynthesis
PWY-6897	thiamine diphosphate salvage II	Cofactor-Biosynthesis
PWY-6898	thiamine diphosphate salvage III	Cofactor-Biosynthesis
PWY-6899	base-degraded thiamine salvage	Cofactor-Biosynthesis
PWY-6900	(Z)-butanethial-S-oxide biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6901	superpathway of glucose and xylose degradation	Carbohydrates-Degradation
PWY-6902	chitin degradation II (Vibrio)	Carbohydrates-Degradation
PWY-6906	chitin derivatives degradation	Carbohydrates-Degradation
PWY-6907	thiamine diphosphate biosynthesis III (Staphylococcus)	Cofactor-Biosynthesis
PWY-6908	thiamine diphosphate biosynthesis IV (eukaryotes)	Cofactor-Biosynthesis
PWY-6909	thiazole component of thiamine diphosphate biosynthesis III	Cofactor-Biosynthesis
PWY-6910	hydroxymethylpyrimidine salvage	Cofactor-Biosynthesis
PWY-6913	methylbutenol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6914	sophoraflavanone G biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6915	pentalenolactone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6917	vernolate biosynthesis III	Lipid-Biosynthesis
PWY-6919	neopentalenoketolactone and pentalenate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6920	6-gingerol analog biosynthesis (engineered)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6922	L-N&delta;-acetylornithine biosynthesis	Amino-Acid-Biosynthesis
PWY-6923	ricinine degradation	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6926	pyrethrin I biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6927	chlorophyll a degradation II	COFACTOR-DEGRADATION
PWY-6928	superpathway of cholesterol degradation I (cholesterol oxidase)	Fatty-Acid-and-Lipid-Degradation
PWY-6930	phenolic malonylglucosides biosynthesis	Other-biosynthesis
PWY-6930	phenolic malonylglucosides biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-6931	seleno-amino acid detoxification and volatilization I	Seleno-Amino-Acid-Detoxification
PWY-6932	selenate reduction	Noncarbon-Nutrients
PWY-6933	seleno-amino acid detoxification and volatilization III	Seleno-Amino-Acid-Detoxification
PWY-6935	seleno-amino acid detoxification and volatilization II	Seleno-Amino-Acid-Detoxification
PWY-6936	seleno-amino acid biosynthesis (plants)	Amino-Acid-Biosynthesis
PWY-6937	superpathway of testosterone and androsterone degradation	Fatty-Acid-and-Lipid-Degradation
PWY-6938	NADH repair (eukaryotes)	Others
PWY-6938-1	NADH repair (prokaryotes)	Others
PWY-6940	icosapentaenoate biosynthesis VI (fungi)	Lipid-Biosynthesis
PWY-6941	styrene degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6942	dTDP-D-desosamine biosynthesis	Carbohydrates-Biosynthesis
PWY-6943	testosterone and androsterone degradation to androstendione (aerobic)	Fatty-Acid-and-Lipid-Degradation
PWY-6944	androstenedione degradation I (aerobic)	Fatty-Acid-and-Lipid-Degradation
PWY-6945	cholesterol degradation to androstenedione I (cholesterol oxidase)	Fatty-Acid-and-Lipid-Degradation
PWY-6946	cholesterol degradation to androstenedione II (cholesterol dehydrogenase)	Fatty-Acid-and-Lipid-Degradation
PWY-6947	superpathway of cholesterol degradation II (cholesterol dehydrogenase)	Fatty-Acid-and-Lipid-Degradation
PWY-6948	sitosterol degradation to androstenedione	Fatty-Acid-and-Lipid-Degradation
PWY-6949	DIBOA-glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-695	abscisic acid biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6950	DIMBOA-glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6952	glycerophosphodiester degradation	Alcohol-Degradation
PWY-6953	dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	Carbohydrates-Biosynthesis
PWY-6954	superpathway of aromatic compound degradation via 2-hydroxypentadienoate	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6955	lincomycin A biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6956	naphthalene degradation to acetyl-CoA	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6957	mandelate degradation to acetyl-CoA	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6958	icosapentaenoate biosynthesis I (lower eukaryotes)	Lipid-Biosynthesis
PWY-6959	L-ascorbate degradation V	CARBOXYLATES-DEG
PWY-6960	L-ascorbate degradation III	CARBOXYLATES-DEG
PWY-6961	L-ascorbate degradation II (bacterial, aerobic)	CARBOXYLATES-DEG
PWY-6962	superpathway of trimethylamine degradation	AMINE-DEG
PWY-6963	ammonia assimilation cycle I	Noncarbon-Nutrients
PWY-6964	ammonia assimilation cycle II	Noncarbon-Nutrients
PWY-6965	methylamine degradation II	AMINE-DEG
PWY-6966	methanol oxidation to formaldehyde I	C1-COMPOUNDS
PWY-6967	methylamine degradation I	AMINE-DEG
PWY-6968	trimethylamine degradation	AMINE-DEG
PWY-6969	TCA cycle V (2-oxoglutarate synthase)	C1-COMPOUNDS
PWY-6969	TCA cycle V (2-oxoglutarate synthase)	TCA-VARIANTS
PWY-6970	pyruvate decarboxylation to acetyl CoA II	Acetyl-CoA-Biosynthesis
PWY-6971	oleandomycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6972	oleandomycin activation/inactivation	Interconversion
PWY-6973	dTDP-&alpha;-D-olivose, dTDP-&alpha;-D-oliose and dTDP-&alpha;-D-mycarose biosynthesis	Carbohydrates-Biosynthesis
PWY-6974	dTDP-&beta;-L-olivose biosynthesis	Carbohydrates-Biosynthesis
PWY-6975	superpathway of erythromycin biosynthesis (without sugar biosynthesis)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6976	dTDP-&beta;-L-mycarose biosynthesis	Carbohydrates-Biosynthesis
PWY-6977	superpathway of erythromycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6978	plastoquinol-9 biosynthesis II	Cofactor-Biosynthesis
PWY-6981	chitin biosynthesis	Carbohydrates-Biosynthesis
PWY-6982	umbelliferone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6983	threo-tetrahydrobiopterin biosynthesis	Cofactor-Biosynthesis
PWY-6984	lipoate salvage II	Cofactor-Biosynthesis
PWY-6986	alginate degradation	Carbohydrates-Degradation
PWY-6987	lipoate biosynthesis and incorporation III (Bacillus)	Cofactor-Biosynthesis
PWY-6989	(S)-camphor degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-699	brassinolide biosynthesis I	Lipid-Biosynthesis
PWY-6990	(+)-camphor biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6991	(-)-camphor biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6992	1,5-anhydrofructose degradation	Carbohydrates-Degradation
PWY-6993	nicotine degradation II (pyrrolidine pathway)	Other-Degradation
PWY-6994	L-pyrrolysine biosynthesis	Amino-Acid-Biosynthesis
PWY-6995	5-hydroxymethylfurfural degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-6996	daidzin and daidzein degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-6997	furfural degradation	Others
PWY-6998	CDP-D-arabitol biosynthesis	Carbohydrates-Biosynthesis
PWY-6999	theophylline degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-7000	kanamycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7002	4-hydroxyacetophenone degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7003	glycerol degradation to butanol	Fermentation
PWY-7006	4-amino-3-hydroxybenzoate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7007	methyl ketone biosynthesis (engineered)	Others
PWY-7008	2-hydroxybiphenyl degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7009	2,2'-dihydroxybiphenyl degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-701	L-methionine degradation II	Amino-Acid-Degradation
PWY-7010	2-propylphenol degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7011	2-isopropylphenol degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7013	(S)-propane-1,2-diol degradation	Alcohol-Degradation
PWY-7013	(S)-propane-1,2-diol degradation	Fermentation
PWY-7014	paromamine biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7015	ribostamycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7016	neomycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7018	paromomycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7019	butirosin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-702	L-methionine biosynthesis II	Amino-Acid-Biosynthesis
PWY-7020	superpathway of butirocin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7021	superpathway of neomycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7022	paromamine biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7024	superpathway of the 3-hydroxypropanoate cycle	C1-COMPOUNDS
PWY-7025	gentamicin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7026	terminal olefins biosynthesis I	Carbohydrates-Biosynthesis
PWY-7027	hentriaconta-3,6,9,12,15,19,22,25,28-nonaene biosynthesis	Carbohydrates-Biosynthesis
PWY-7028	UDP-N,N'-diacetylbacillosamine biosynthesis	Carbohydrates-Biosynthesis
PWY-7029	terminal olefins biosynthesis II	Carbohydrates-Biosynthesis
PWY-7031	protein N-glycosylation (bacterial)	Glycan-Biosynthesis
PWY-7031	protein N-glycosylation (bacterial)	Carbohydrates-Biosynthesis
PWY-7032	alkane biosynthesis I	Carbohydrates-Biosynthesis
PWY-7033	alkane biosynthesis II	Carbohydrates-Biosynthesis
PWY-7035	(9Z)-tricosene biosynthesis	Carbohydrates-Biosynthesis
PWY-7036	very long chain fatty acid biosynthesis II	Lipid-Biosynthesis
PWY-7037	protein O-glycosylation (Neisseria)	Glycan-Biosynthesis
PWY-7037	protein O-glycosylation (Neisseria)	Carbohydrates-Biosynthesis
PWY-7039	phosphatidate metabolism, as a signaling molecule	Lipid-Biosynthesis
PWY-7040	violacein biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7041	the visual cycle II (molluscs)	Cofactor-Biosynthesis
PWY-7042	the visual cycle (insects)	Cofactor-Biosynthesis
PWY-7043	11-cis-3-hydroxyretinal biosynthesis	Cofactor-Biosynthesis
PWY-7044	5-nitroanthranilate degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7045	mithramycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7046	4-coumarate degradation (anaerobic)	SECONDARY-METABOLITE-DEGRADATION
PWY-7049	icosapentaenoate biosynthesis II (6-desaturase, mammals)	Lipid-Biosynthesis
PWY-7050	icosapentaenoate biosynthesis IV (bacteria)	Lipid-Biosynthesis
PWY-7052	cyanophycin metabolism	Storage-Compounds-Biosynthesis
PWY-7053	docosahexaenoate biosynthesis I (lower eukaryotes)	Lipid-Biosynthesis
PWY-7054	N-acetylglutaminylglutamine amide biosynthesis	Metabolic-Regulators
PWY-7055	daphnetin modification	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7056	daphnin interconversion	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7056	daphnin interconversion	Interconversion
PWY-7057	cichoriin interconversion	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7057	cichoriin interconversion	Interconversion
PWY-7058	esculetin modification	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7059	fumigaclavine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7065	2&alpha;,7&beta;-dihydroxylation of taxusin	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7066	glycyrrhetinate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7067	betulinate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7068	ursolate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7069	oleanolate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7070	steviol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7071	steviol glucoside biosynthesis (rebaudioside A biosynthesis)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7071	steviol glucoside biosynthesis (rebaudioside A biosynthesis)	Other-biosynthesis
PWY-7072	hopanoid biosynthesis (bacteria)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7074	phenylethanol glycoconjugate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7074	phenylethanol glycoconjugate biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-7075	phenylethyl acetate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7075	phenylethyl acetate biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-7075	phenylethyl acetate biosynthesis	Interconversion
PWY-7076	3,5-dimethoxytoluene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7076	3,5-dimethoxytoluene biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-7077	N-acetyl-D-galactosamine degradation	Carbohydrates-Degradation
PWY-7079	geodin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7080	asterrate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7081	4-aminophenol degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7082	ammonia oxidation IV (autotrophic ammonia oxidizers)	Noncarbon-Nutrients
PWY-7082	ammonia oxidation IV (autotrophic ammonia oxidizers)	CHEMOAUTOTROPHIC-ENERGY-METABOLISM
PWY-7084	nitrifier denitrification	Noncarbon-Nutrients
PWY-7084	nitrifier denitrification	Respiration
PWY-7085	triethylamine degradation	AMINE-DEG
PWY-7087	2-methylisoborneol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7088	taxiphyllin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7089	taxiphyllin bioactivation	SECONDARY-METABOLITE-DEGRADATION
PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	Carbohydrates-Biosynthesis
PWY-7091	linustatin bioactivation	SECONDARY-METABOLITE-DEGRADATION
PWY-7092	neolinustatin bioactivation	SECONDARY-METABOLITE-DEGRADATION
PWY-7093	vicianin bioactivation	SECONDARY-METABOLITE-DEGRADATION
PWY-7094	fatty acid salvage	Lipid-Biosynthesis
PWY-7095	3,4-dihydroxymandelonitrile &beta;-D-glucose biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7096	triclosan resistance	Antibiotic-Resistance
PWY-7097	vanillin and vanillate degradation I	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7098	vanillin and vanillate degradation II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7100	spinosyn biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7101	5-deoxystrigol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7102	bisabolene biosynthesis (engineered)	SECONDARY-METABOLITE-DEGRADATION
PWY-7104	dTDP-&beta;-L-megosamine biosynthesis	Carbohydrates-Biosynthesis
PWY-7105	olivetol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7106	erythromycin D biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7108	erythromycin A biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7109	megalomicin A biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7110	superpathway of megalomicin A biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7111	pyruvate fermentation to isobutanol (engineered)	Fermentation
PWY-7112	4-hydroxy-2-nonenal detoxification	Others
PWY-7113	furcatin degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-7114	tea aroma glycosidic precursor bioactivation	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7115	C4 photosynthetic carbon assimilation cycle, NAD-ME type	Photosynthesis
PWY-7117	C4 photosynthetic carbon assimilation cycle, PEPCK type	Photosynthesis
PWY-7118	chitin deacetylation	Carbohydrates-Degradation
PWY-7119	ceramide and sphingolipid recycling and degradation (yeast)	Fatty-Acid-and-Lipid-Degradation
PWY-7120	esterified suberin biosynthesis	Cell-Structure-Biosynthesis
PWY-7124	ethene biosynthesis V (engineered)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7126	ethene biosynthesis IV (engineered)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7127	CDP-D-mannitol biosynthesis	Carbohydrates-Biosynthesis
PWY-7128	nicotine degradation III (VPP pathway)	Other-Degradation
PWY-7129	quercetin glucoside biosynthesis (Allium)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7129	quercetin glucoside biosynthesis (Allium)	Other-biosynthesis
PWY-7130	L-glucose degradation	Carbohydrates-Degradation
PWY-7131	CMP-legionaminate biosynthesis II	Carbohydrates-Biosynthesis
PWY-7133	quercetin glucoside degradation (Allium)	SECONDARY-METABOLITE-DEGRADATION
PWY-7134	rutin degradation (plants)	SECONDARY-METABOLITE-DEGRADATION
PWY-7135	emetine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7136	&beta; myrcene degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-7137	quercetin gentiotetraside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7138	noscapine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7139	sesaminol glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7139	sesaminol glucoside biosynthesis	Other-biosynthesis
PWY-7140	myricetin gentiobioside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7141	(3S)-linalool biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7142	cyanide detoxification II	Cyanide-Detoxification
PWY-7143	kaempferol gentiobioside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7145	genistin gentiobioside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7147	8-amino-7-oxononanoate biosynthesis II	Other-biosynthesis
PWY-7149	superpathway of polymethylated quercetin/quercetagetin glucoside biosynthesis (Chrysosplenium)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7150	polymethylated quercetin glucoside biosynthesis I - quercetin series (Chrysosplenium)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7151	polymethylated quercetin glucoside biosynthesis II - quercetagetin series (Chrysosplenium)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7152	pinolenate and coniferonate biosynthesis	Lipid-Biosynthesis
PWY-7153	grixazone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7154	ergosterol biosynthesis II	Lipid-Biosynthesis
PWY-7155	7-dehydroporiferasterol biosynthesis	Lipid-Biosynthesis
PWY-7156	superpathway of ergosterol biosynthesis II	Lipid-Biosynthesis
PWY-7157	eupatolitin 3-O-glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7157	eupatolitin 3-O-glucoside biosynthesis	Other-biosynthesis
PWY-7158	L-phenylalanine degradation V	Amino-Acid-Degradation
PWY-7159	3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)	Tetrapyrrole-Biosynthesis
PWY-7160	polymethylated myricetin biosynthesis (tomato)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7161	polymethylated quercetin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7163	polymethylated kaempferol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7164	chlorophyll a degradation III	COFACTOR-DEGRADATION
PWY-7165	L-ascorbate biosynthesis VIII (engineered pathway)	Cofactor-Biosynthesis
PWY-7166	kaempferide triglycoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7167	choline degradation III	AMINE-DEG
PWY-7168	flavonol acylglucoside biosynthesis I - kaempferol derivatives	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7169	hyperxanthone E biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7170	phytochromobilin biosynthesis	Tetrapyrrole-Biosynthesis
PWY-7171	flavonol acylglucoside biosynthesis II - isorhamnetin derivatives	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7172	flavonol acylglucoside biosynthesis III - quercetin derivatives	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7173	quercetin triglucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7173	quercetin triglucoside biosynthesis	Other-biosynthesis
PWY-7174	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II	NUCLEO-DEG
PWY-7175	nostoxanthin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7176	UTP and CTP de novo biosynthesis	Nucleotide-Biosynthesis
PWY-7177	UTP and CTP dephosphorylation II	NUCLEO-DEG
PWY-7178	D-xylose degradation to ethylene glycol (engineered)	Carbohydrates-Degradation
PWY-7179	purine deoxyribonucleosides degradation I	NUCLEO-DEG
PWY-7179-1	purine deoxyribonucleosides degradation II	NUCLEO-DEG
PWY-7180	2-deoxy-&alpha;-D-ribose 1-phosphate degradation	Carbohydrates-Degradation
PWY-7181	pyrimidine deoxyribonucleosides degradation	NUCLEO-DEG
PWY-7182	linalool biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7183	pyrimidine nucleobases salvage I	Nucleotide-Biosynthesis
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	Nucleotide-Biosynthesis
PWY-7185	UTP and CTP dephosphorylation I	NUCLEO-DEG
PWY-7186	superpathway of scopolin and esculin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	Nucleotide-Biosynthesis
PWY-7188	orientin and isoorientin biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7189	pinocembrin C-glucosylation	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7191	kaempferol diglycoside biosynthesis (pollen-specific)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7192	quercetin diglycoside biosynthesis (pollen-specific)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7193	pyrimidine ribonucleosides salvage I	Nucleotide-Biosynthesis
PWY-7194	pyrimidine nucleobases salvage II	Nucleotide-Biosynthesis
PWY-7195	pyrimidine ribonucleosides salvage III	Nucleotide-Biosynthesis
PWY-7195	pyrimidine ribonucleosides salvage III	NUCLEO-DEG
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	Nucleotide-Biosynthesis
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	Nucleotide-Biosynthesis
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	Nucleotide-Biosynthesis
PWY-7199	pyrimidine deoxyribonucleosides salvage	Nucleotide-Biosynthesis
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	Nucleotide-Biosynthesis
PWY-7204	pyridoxal 5'-phosphate salvage II (plants)	Cofactor-Biosynthesis
PWY-7205	CMP phosphorylation	Nucleotide-Biosynthesis
PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	NUCLEO-DEG
