pathway_id	pathway_name	category
PWY-6585	2-methylketone biosynthesis	Biosynthesis
PWY-6587	pyruvate fermentation to ethanol III	Energy-Metabolism
PWY-6588	pyruvate fermentation to acetone	Energy-Metabolism
PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	Super-Pathways
PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	Energy-Metabolism
PWY-6591	manganese oxidation I	Degradation
PWY-6592	manganese oxidation II	Degradation
PWY-6593	sulfoacetate degradation	Degradation
PWY-6594	superpathway of Clostridium acetobutylicum solventogenic fermentation	Super-Pathways
PWY-6594	superpathway of Clostridium acetobutylicum solventogenic fermentation	Energy-Metabolism
PWY-6595	superpathway of guanosine nucleotides degradation (plants)	Degradation
PWY-6595	superpathway of guanosine nucleotides degradation (plants)	Super-Pathways
PWY-6596	adenosine nucleotides degradation I	Degradation
PWY-6598	sciadonate biosynthesis	Biosynthesis
PWY-6599	guanine and guanosine salvage II	Biosynthesis
PWY-66	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	Biosynthesis
PWY-6602	naringenin C-glucosylation	Biosynthesis
PWY-6603	dicranin biosynthesis	Metabolic-Clusters
PWY-6603	dicranin biosynthesis	Biosynthesis
PWY-6604	superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation	Super-Pathways
PWY-6604	superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation	Energy-Metabolism
PWY-6605	adenine and adenosine salvage II	Biosynthesis
PWY-6606	guanosine nucleotides degradation II	Degradation
PWY-6607	guanosine nucleotides degradation I	Degradation
PWY-6608	guanosine nucleotides degradation III	Degradation
PWY-6609	adenine and adenosine salvage III	Biosynthesis
PWY-6610	adenine salvage	Biosynthesis
PWY-6611	adenine and adenosine salvage V	Biosynthesis
PWY-6612	superpathway of tetrahydrofolate biosynthesis	Super-Pathways
PWY-6612	superpathway of tetrahydrofolate biosynthesis	Biosynthesis
PWY-6613	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	Biosynthesis
PWY-6614	tetrahydrofolate biosynthesis I	Biosynthesis
PWY-6616	sulfolactate degradation I	Degradation
PWY-6617	adenosine nucleotides degradation III	Degradation
PWY-6618	guanine and guanosine salvage III	Biosynthesis
PWY-6619	adenine and adenosine salvage VI	Biosynthesis
PWY-6620	guanine and guanosine salvage I	Biosynthesis
PWY-6621	salicylate glucosides biosynthesis I	Super-Pathways
PWY-6621	salicylate glucosides biosynthesis I	Biosynthesis
PWY-6622	heptadecane biosynthesis	Biosynthesis
PWY-6623	salicylate glucosides biosynthesis II	Biosynthesis
PWY-6624	salicylate glucosides biosynthesis III	Biosynthesis
PWY-6626	cytidine-5'-diphosphate-glycerol biosynthesis	Biosynthesis
PWY-6627	salinosporamide A biosynthesis	Biosynthesis
PWY-6628	superpathway of L-phenylalanine biosynthesis	Super-Pathways
PWY-6628	superpathway of L-phenylalanine biosynthesis	Biosynthesis
PWY-6629	superpathway of L-tryptophan biosynthesis	Super-Pathways
PWY-6629	superpathway of L-tryptophan biosynthesis	Biosynthesis
PWY-6630	superpathway of L-tyrosine biosynthesis	Super-Pathways
PWY-6630	superpathway of L-tyrosine biosynthesis	Biosynthesis
PWY-6631	tricetin methylation	Biosynthesis
PWY-6632	caffeine degradation IV (bacteria, via demethylation and oxidation)	Degradation
PWY-6632	caffeine degradation IV (bacteria, via demethylation and oxidation)	Super-Pathways
PWY-6633	caffeine degradation V (bacteria, via trimethylurate)	Degradation
PWY-6634	3-sulfopropanediol degradation I	Degradation
PWY-6636	salicylate degradation III	Degradation
PWY-6637	sulfolactate degradation II	Degradation
PWY-6638	sulfolactate degradation III	Degradation
PWY-6640	salicylate degradation IV	Degradation
PWY-6641	superpathway of sulfolactate degradation	Degradation
PWY-6641	superpathway of sulfolactate degradation	Super-Pathways
PWY-6642	(R)-cysteate degradation	Degradation
PWY-6643	coenzyme M biosynthesis II	Biosynthesis
PWY-6644	fluoroacetate and fluorothreonine biosynthesis	Biosynthesis
PWY-6645	labdane-type diterpenes biosynthesis	Biosynthesis
PWY-6646	fluoroacetate degradation	Detoxification
PWY-6648	rhamnolipid biosynthesis	Biosynthesis
PWY-6649	glycolate and glyoxylate degradation III	Degradation
PWY-6650	juvenile hormone III biosynthesis II	Biosynthesis
PWY-6653	ent -kaurene biosynthesis II	Biosynthesis
PWY-6654	phosphopantothenate biosynthesis III (archaea)	Biosynthesis
PWY-6655	xanthan biosynthesis	Biosynthesis
PWY-6657	polyhydroxydecanoate biosynthesis	Biosynthesis
PWY-6658	acetan biosynthesis	Biosynthesis
PWY-6659	fusicoccin A biosynthesis	Biosynthesis
PWY-6660	2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis	Biosynthesis
PWY-6661	4-hydroxy-2(1H)-quinolone biosynthesis	Biosynthesis
PWY-6662	superpathway of quinolone and alkylquinolone biosynthesis	Super-Pathways
PWY-6662	superpathway of quinolone and alkylquinolone biosynthesis	Biosynthesis
PWY-6664	di-myo-inositol phosphate biosynthesis	Biosynthesis
PWY-6665	pterostilbene biosynthesis	Biosynthesis
PWY-6666	pyocyanin biosynthesis	Biosynthesis
PWY-6667	resveratrol degradation	Degradation
PWY-6668	(E,E)-4,8,12-trimethyltrideca-1,3,7,11-tetraene biosynthesis	Biosynthesis
PWY-6669	&delta;-guaiene biosynthesis	Biosynthesis
PWY-6670	citronellol degradation	Degradation
PWY-6672	cis-geranyl-CoA degradation	Degradation
PWY-6673	caffeoylglucarate biosynthesis	Biosynthesis
PWY-6675	sulfur oxidation IV (intracellular sulfur)	Degradation
PWY-6676	superpathway of sulfide oxidation (phototrophic sulfur bacteria)	Degradation
PWY-6676	superpathway of sulfide oxidation (phototrophic sulfur bacteria)	Super-Pathways
PWY-6677	thiosulfate oxidation IV (multienzyme complex)	Degradation
PWY-6678	geraniol and nerol degradation	Degradation
PWY-6679	jadomycin biosynthesis	Biosynthesis
PWY-6681	neurosporaxanthin biosynthesis	Biosynthesis
PWY-6682	dehydrophos biosynthesis	Biosynthesis
PWY-6683	assimilatory sulfate reduction III	Degradation
PWY-6684	aromatic  glucosinolate activation	Activation-Inactivation-Interconversion
PWY-6685	glucosylglycerate biosynthesis II	Biosynthesis
PWY-6686	mannosylglucosylglycerate biosynthesis I	Biosynthesis
PWY-6687	mannosylglucosylglycerate biosynthesis II	Biosynthesis
PWY-6688	thyronamine and iodothyronamine metabolism	Degradation
PWY-6689	tRNA splicing I	Macromolecule-Modification
PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	Degradation
PWY-6691	plaunotol biosynthesis	Biosynthesis
PWY-6692	Fe(II) oxidation	Degradation
PWY-6693	D-galactose degradation IV	Degradation
PWY-6694	oxalate degradation I	Degradation
PWY-6695	oxalate degradation II	Degradation
PWY-6696	oxalate degradation III	Degradation
PWY-6697	oxalate degradation IV	Degradation
PWY-6698	oxalate degradation V	Degradation
PWY-6699	oxalate biosynthesis	Biosynthesis
PWY-6700	queuosine biosynthesis I (de novo)	Macromolecule-Modification
PWY-6703	preQ0 biosynthesis	Biosynthesis
PWY-6704	L-ascorbate degradation IV	Degradation
PWY-6707	gallate biosynthesis	Biosynthesis
PWY-6708	ubiquinol-8 biosynthesis (early decarboxylation)	Biosynthesis
PWY-6710	poly-hydroxy fatty acids biosynthesis	Biosynthesis
PWY-6711	archaeosine biosynthesis I	Macromolecule-Modification
PWY-6713	L-rhamnose degradation II	Degradation
PWY-6714	L-rhamnose degradation III	Degradation
PWY-6717	(1,4)-&beta;-D-xylan degradation	Glycan-Pathways
PWY-6717	(1,4)-&beta;-D-xylan degradation	Degradation
PWY-6718	sulfoacetaldehyde degradation III	Degradation
PWY-6720	toyocamycin biosynthesis	Biosynthesis
PWY-6721	sangivamycin biosynthesis	Biosynthesis
PWY-6722	candicidin biosynthesis	Biosynthesis
PWY-6724	starch degradation II	Degradation
PWY-6728	methylaspartate cycle	Energy-Metabolism
PWY-6730	methylhalides biosynthesis (plants)	Biosynthesis
PWY-6731	starch degradation III	Degradation
PWY-6733	sporopollenin precursors biosynthesis	Metabolic-Clusters
PWY-6733	sporopollenin precursors biosynthesis	Biosynthesis
PWY-6735	starch degradation IV	Degradation
PWY-6736	sulfur volatiles biosynthesis	Metabolic-Clusters
PWY-6736	sulfur volatiles biosynthesis	Degradation
PWY-6737	starch degradation V	Degradation
PWY-6738	pinitol biosynthesis I	Biosynthesis
PWY-6739	pinitol biosynthesis II	Biosynthesis
PWY-6742	methane oxidation to methanol II	Degradation
PWY-6744	hydrogen production I	Energy-Metabolism
PWY-6745	phytochelatins biosynthesis	Detoxification
PWY-6748	nitrate reduction VII (denitrification)	Degradation
PWY-6748	nitrate reduction VII (denitrification)	Energy-Metabolism
PWY-6749	CMP-legionaminate biosynthesis I	Biosynthesis
PWY-6751	superpathway of hydrogen production	Super-Pathways
PWY-6751	superpathway of hydrogen production	Energy-Metabolism
PWY-6752	o-diquinones biosynthesis	Biosynthesis
PWY-6753	S-methyl-5'-thioadenosine degradation III	Degradation
PWY-6754	S-methyl-5'-thioadenosine degradation I	Degradation
PWY-6756	S-methyl-5'-thioadenosine degradation II	Degradation
PWY-6758	hydrogen production II	Energy-Metabolism
PWY-6759	hydrogen production III	Energy-Metabolism
PWY-6760	D-xylose degradation III	Degradation
PWY-6762	salicylate glucosides biosynthesis IV	Biosynthesis
PWY-6763	salicortin biosynthesis	Biosynthesis
PWY-6765	hydrogen production IV	Energy-Metabolism
PWY-6766	salicin biosynthesis	Biosynthesis
PWY-6767	4,4'-diapolycopenedioate biosynthesis	Biosynthesis
PWY-6769	rhamnogalacturonan type I degradation I	Glycan-Pathways
PWY-6769	rhamnogalacturonan type I degradation I	Degradation
PWY-6771	rhamnogalacturonan type I degradation II (bacteria)	Degradation
PWY-6772	hydrogen production V	Energy-Metabolism
PWY-6773	1,3-&beta;-D-glucan biosynthesis	Biosynthesis
PWY-6778	laminaribiose degradation	Degradation
PWY-6780	hydrogen production VI	Energy-Metabolism
PWY-6781	chlorogenic acid degradation	Degradation
PWY-6784	cellulose and hemicellulose degradation (cellulolosome)	Metabolic-Clusters
PWY-6784	cellulose and hemicellulose degradation (cellulolosome)	Degradation
PWY-6785	hydrogen production VIII	Energy-Metabolism
PWY-6786	detoxification of reactive carbonyls in chloroplasts	Metabolic-Clusters
PWY-6786	detoxification of reactive carbonyls in chloroplasts	Detoxification
PWY-6787	flavonoid biosynthesis (in equisetum)	Biosynthesis
PWY-6788	cellulose degradation II (fungi)	Degradation
PWY-6789	(1,3)-&beta;-D-xylan degradation	Glycan-Pathways
PWY-6789	(1,3)-&beta;-D-xylan degradation	Degradation
PWY-6790	L-arabinan degradation	Glycan-Pathways
PWY-6791	xyloglucan degradation I (endoglucanase)	Glycan-Pathways
PWY-6791	xyloglucan degradation I (endoglucanase)	Degradation
PWY-6792	scopoletin biosynthesis	Biosynthesis
PWY-6794	adenosine 5'-phosphoramidate biosynthesis	Biosynthesis
PWY-6795	diacylglyceryl-N,N,N-trimethylhomoserine biosynthesis	Biosynthesis
PWY-6797	6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)	Biosynthesis
PWY-6799	fatty acid biosynthesis initiation (plant mitochondria)	Biosynthesis
PWY-6801	volatile esters biosynthesis (during fruit ripening)	Metabolic-Clusters
PWY-6801	volatile esters biosynthesis (during fruit ripening)	Biosynthesis
PWY-6802	salidroside biosynthesis	Biosynthesis
PWY-6803	phosphatidylcholine acyl editing	Biosynthesis
PWY-6804	diacylglycerol biosynthesis (PUFA enrichment in oilseed)	Biosynthesis
PWY-6805	cellulose degradation I (cellulosome)	Glycan-Pathways
PWY-6805	cellulose degradation I (cellulosome)	Degradation
PWY-6806	carotenoid cleavage	Metabolic-Clusters
PWY-6806	carotenoid cleavage	Degradation
PWY-6807	xyloglucan degradation II (exoglucanase)	Glycan-Pathways
PWY-6807	xyloglucan degradation II (exoglucanase)	Degradation
PWY-6808	dTDP-&alpha;-D-forosamine biosynthesis	Biosynthesis
PWY-6809	neoxanthin biosynthesis	Biosynthesis
PWY-681	dibenzothiophene desulfurization	Degradation
PWY-6812	xyloglucan degradation III (cellobiohydrolase)	Glycan-Pathways
PWY-6812	xyloglucan degradation III (cellobiohydrolase)	Degradation
PWY-6813	glucuronoarabinoxylan degradation	Glycan-Pathways
PWY-6813	glucuronoarabinoxylan degradation	Degradation
PWY-6815	porphyran degradation	Degradation
PWY-6816	agarose degradation	Degradation
PWY-6817	&lambda;-carrageenan degradation	Degradation
PWY-6818	ornithine lipid biosynthesis	Biosynthesis
PWY-6820	diphyllin biosynthesis	Biosynthesis
PWY-6821	&kappa;-carrageenan degradation	Degradation
PWY-6822	&iota;-carrageenan degradation	Degradation
PWY-6823	molybdopterin biosynthesis	Biosynthesis
PWY-6824	justicidin B biosynthesis	Biosynthesis
PWY-6825	phosphatidylcholine biosynthesis V	Biosynthesis
PWY-6826	phosphatidylcholine biosynthesis VI	Biosynthesis
PWY-6827	gellan degradation	Degradation
PWY-6828	linezolid resistance	Detoxification
PWY-6829	tRNA methylation (yeast)	Metabolic-Clusters
PWY-6829	tRNA methylation (yeast)	Macromolecule-Modification
PWY-6830	superpathway of methanogenesis	Super-Pathways
PWY-6830	superpathway of methanogenesis	Energy-Metabolism
PWY-6831	pyrrolnitrin biosynthesis	Biosynthesis
PWY-6832	2-aminoethylphosphonate degradation II	Degradation
PWY-6834	spermidine biosynthesis III	Biosynthesis
PWY-6835	6-gingerol biosynthesis	Biosynthesis
PWY-6836	santalene biosynthesis II	Biosynthesis
PWY-6837	fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)	Degradation
PWY-6839	2-aminoethylphosphonate biosynthesis	Degradation
PWY-6840	homoglutathione biosynthesis	Biosynthesis
PWY-6841	homophytochelatin biosynthesis	Detoxification
PWY-6842	glutathione-mediated detoxification II	Detoxification
PWY-6845	nitric oxide biosynthesis I (plants)	Biosynthesis
PWY-6848	rutin degradation	Degradation
PWY-6852	senecionine N-oxide biosynthesis	Biosynthesis
PWY-6853	ethene biosynthesis II (microbes)	Biosynthesis
PWY-6854	ethene biosynthesis III (microbes)	Biosynthesis
PWY-6855	chitin degradation I (archaea)	Degradation
PWY-6857	retinol biosynthesis	Biosynthesis
PWY-6859	all-trans-farnesol biosynthesis	Biosynthesis
PWY-6861	the visual cycle I (vertebrates)	Biosynthesis
PWY-6863	pyruvate fermentation to hexanol (engineered)	Energy-Metabolism
PWY-6871	3-methylbutanol biosynthesis (engineered)	Biosynthesis
PWY-6872	retinoate biosynthesis I	Biosynthesis
PWY-6873	long chain fatty acid ester synthesis (engineered)	Energy-Metabolism
PWY-6875	retinoate biosynthesis II	Biosynthesis
PWY-6876	isopropanol biosynthesis (engineered)	Energy-Metabolism
PWY-6883	pyruvate fermentation to butanol II (engineered)	Energy-Metabolism
PWY-6886	1-butanol autotrophic biosynthesis (engineered)	Super-Pathways
PWY-6886	1-butanol autotrophic biosynthesis (engineered)	Energy-Metabolism
PWY-6887	kauralexin biosynthesis	Super-Pathways
PWY-6887	kauralexin biosynthesis	Biosynthesis
PWY-6888	zealexin biosynthesis	Biosynthesis
PWY-6890	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I	Biosynthesis
PWY-6891	thiazole component of thiamine diphosphate biosynthesis II	Biosynthesis
PWY-6892	thiazole component of thiamine diphosphate biosynthesis I	Biosynthesis
PWY-6893	thiamine diphosphate biosynthesis II (Bacillus)	Biosynthesis
PWY-6894	thiamine diphosphate biosynthesis I (E. coli)	Biosynthesis
PWY-6895	superpathway of thiamine diphosphate biosynthesis II	Super-Pathways
PWY-6895	superpathway of thiamine diphosphate biosynthesis II	Biosynthesis
PWY-6896	thiamine diphosphate salvage I	Biosynthesis
PWY-6897	thiamine diphosphate salvage II	Super-Pathways
PWY-6897	thiamine diphosphate salvage II	Biosynthesis
PWY-6898	thiamine diphosphate salvage III	Biosynthesis
PWY-6899	base-degraded thiamine salvage	Biosynthesis
PWY-6900	(Z)-butanethial-S-oxide biosynthesis	Biosynthesis
PWY-6901	superpathway of glucose and xylose degradation	Degradation
PWY-6901	superpathway of glucose and xylose degradation	Super-Pathways
PWY-6902	chitin degradation II (Vibrio)	Degradation
PWY-6906	chitin derivatives degradation	Degradation
PWY-6907	thiamine diphosphate biosynthesis III (Staphylococcus)	Biosynthesis
PWY-6908	thiamine diphosphate biosynthesis IV (eukaryotes)	Biosynthesis
PWY-6909	thiazole component of thiamine diphosphate biosynthesis III	Biosynthesis
PWY-6910	hydroxymethylpyrimidine salvage	Biosynthesis
PWY-6913	methylbutenol biosynthesis	Biosynthesis
PWY-6914	sophoraflavanone G biosynthesis	Biosynthesis
PWY-6915	pentalenolactone biosynthesis	Biosynthesis
PWY-6917	vernolate biosynthesis III	Biosynthesis
PWY-6919	neopentalenoketolactone and pentalenate biosynthesis	Biosynthesis
PWY-6920	6-gingerol analog biosynthesis (engineered)	Biosynthesis
PWY-6922	L-N&delta;-acetylornithine biosynthesis	Biosynthesis
PWY-6923	ricinine degradation	Biosynthesis
PWY-6926	pyrethrin I biosynthesis	Biosynthesis
PWY-6927	chlorophyll a degradation II	Degradation
PWY-6928	superpathway of cholesterol degradation I (cholesterol oxidase)	Degradation
PWY-6928	superpathway of cholesterol degradation I (cholesterol oxidase)	Super-Pathways
PWY-6930	phenolic malonylglucosides biosynthesis	Metabolic-Clusters
PWY-6930	phenolic malonylglucosides biosynthesis	Biosynthesis
PWY-6931	seleno-amino acid detoxification and volatilization I	Detoxification
PWY-6932	selenate reduction	Degradation
PWY-6933	seleno-amino acid detoxification and volatilization III	Detoxification
PWY-6935	seleno-amino acid detoxification and volatilization II	Detoxification
PWY-6936	seleno-amino acid biosynthesis (plants)	Biosynthesis
PWY-6937	superpathway of testosterone and androsterone degradation	Degradation
PWY-6937	superpathway of testosterone and androsterone degradation	Super-Pathways
PWY-6938	NADH repair (eukaryotes)	Energy-Metabolism
PWY-6938-1	NADH repair (prokaryotes)	Energy-Metabolism
PWY-6940	icosapentaenoate biosynthesis VI (fungi)	Biosynthesis
PWY-6941	styrene degradation	Degradation
PWY-6942	dTDP-D-desosamine biosynthesis	Biosynthesis
PWY-6943	testosterone and androsterone degradation to androstendione (aerobic)	Degradation
PWY-6944	androstenedione degradation I (aerobic)	Degradation
PWY-6945	cholesterol degradation to androstenedione I (cholesterol oxidase)	Degradation
PWY-6946	cholesterol degradation to androstenedione II (cholesterol dehydrogenase)	Degradation
PWY-6947	superpathway of cholesterol degradation II (cholesterol dehydrogenase)	Degradation
PWY-6947	superpathway of cholesterol degradation II (cholesterol dehydrogenase)	Super-Pathways
PWY-6948	sitosterol degradation to androstenedione	Degradation
PWY-6949	DIBOA-glucoside biosynthesis	Biosynthesis
PWY-695	abscisic acid biosynthesis	Biosynthesis
PWY-6950	DIMBOA-glucoside biosynthesis	Biosynthesis
PWY-6952	glycerophosphodiester degradation	Degradation
PWY-6953	dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	Biosynthesis
PWY-6954	superpathway of aromatic compound degradation via 2-hydroxypentadienoate	Degradation
PWY-6954	superpathway of aromatic compound degradation via 2-hydroxypentadienoate	Super-Pathways
PWY-6955	lincomycin A biosynthesis	Biosynthesis
PWY-6956	naphthalene degradation to acetyl-CoA	Degradation
PWY-6956	naphthalene degradation to acetyl-CoA	Super-Pathways
PWY-6957	mandelate degradation to acetyl-CoA	Degradation
PWY-6957	mandelate degradation to acetyl-CoA	Super-Pathways
PWY-6958	icosapentaenoate biosynthesis I (lower eukaryotes)	Biosynthesis
PWY-6959	L-ascorbate degradation V	Degradation
PWY-6960	L-ascorbate degradation III	Degradation
PWY-6961	L-ascorbate degradation II (bacterial, aerobic)	Degradation
PWY-6962	superpathway of trimethylamine degradation	Degradation
PWY-6962	superpathway of trimethylamine degradation	Super-Pathways
PWY-6963	ammonia assimilation cycle I	Degradation
PWY-6963	ammonia assimilation cycle I	Super-Pathways
PWY-6964	ammonia assimilation cycle II	Degradation
PWY-6965	methylamine degradation II	Degradation
PWY-6966	methanol oxidation to formaldehyde I	Degradation
PWY-6967	methylamine degradation I	Degradation
PWY-6968	trimethylamine degradation	Degradation
PWY-6969	TCA cycle V (2-oxoglutarate synthase)	Degradation
PWY-6969	TCA cycle V (2-oxoglutarate synthase)	Energy-Metabolism
PWY-6970	pyruvate decarboxylation to acetyl CoA II	Energy-Metabolism
PWY-6971	oleandomycin biosynthesis	Biosynthesis
PWY-6972	oleandomycin activation/inactivation	Activation-Inactivation-Interconversion
PWY-6973	dTDP-&alpha;-D-olivose, dTDP-&alpha;-D-oliose and dTDP-&alpha;-D-mycarose biosynthesis	Biosynthesis
PWY-6974	dTDP-&beta;-L-olivose biosynthesis	Biosynthesis
PWY-6975	superpathway of erythromycin biosynthesis (without sugar biosynthesis)	Super-Pathways
PWY-6975	superpathway of erythromycin biosynthesis (without sugar biosynthesis)	Biosynthesis
PWY-6976	dTDP-&beta;-L-mycarose biosynthesis	Biosynthesis
PWY-6977	superpathway of erythromycin biosynthesis	Super-Pathways
PWY-6977	superpathway of erythromycin biosynthesis	Biosynthesis
PWY-6978	plastoquinol-9 biosynthesis II	Biosynthesis
PWY-6981	chitin biosynthesis	Super-Pathways
PWY-6981	chitin biosynthesis	Biosynthesis
PWY-6982	umbelliferone biosynthesis	Biosynthesis
PWY-6983	threo-tetrahydrobiopterin biosynthesis	Biosynthesis
PWY-6984	lipoate salvage II	Biosynthesis
PWY-6986	alginate degradation	Degradation
PWY-6987	lipoate biosynthesis and incorporation III (Bacillus)	Biosynthesis
PWY-6989	(S)-camphor degradation	Degradation
PWY-699	brassinolide biosynthesis I	Biosynthesis
PWY-6990	(+)-camphor biosynthesis	Biosynthesis
PWY-6991	(-)-camphor biosynthesis	Biosynthesis
PWY-6992	1,5-anhydrofructose degradation	Degradation
PWY-6993	nicotine degradation II (pyrrolidine pathway)	Degradation
PWY-6994	L-pyrrolysine biosynthesis	Biosynthesis
PWY-6995	5-hydroxymethylfurfural degradation	Degradation
PWY-6996	daidzin and daidzein degradation	Degradation
PWY-6997	furfural degradation	Detoxification
PWY-6998	CDP-D-arabitol biosynthesis	Biosynthesis
PWY-6999	theophylline degradation	Degradation
PWY-7000	kanamycin biosynthesis	Super-Pathways
PWY-7000	kanamycin biosynthesis	Biosynthesis
PWY-7002	4-hydroxyacetophenone degradation	Degradation
PWY-7003	glycerol degradation to butanol	Super-Pathways
PWY-7003	glycerol degradation to butanol	Energy-Metabolism
PWY-7006	4-amino-3-hydroxybenzoate degradation	Degradation
PWY-7007	methyl ketone biosynthesis (engineered)	Energy-Metabolism
PWY-7008	2-hydroxybiphenyl degradation	Degradation
PWY-7009	2,2'-dihydroxybiphenyl degradation	Degradation
PWY-701	L-methionine degradation II	Degradation
PWY-7010	2-propylphenol degradation	Degradation
PWY-7011	2-isopropylphenol degradation	Degradation
PWY-7013	(S)-propane-1,2-diol degradation	Degradation
PWY-7013	(S)-propane-1,2-diol degradation	Energy-Metabolism
PWY-7014	paromamine biosynthesis I	Biosynthesis
PWY-7015	ribostamycin biosynthesis	Biosynthesis
PWY-7016	neomycin biosynthesis	Biosynthesis
PWY-7018	paromomycin biosynthesis	Biosynthesis
PWY-7019	butirosin biosynthesis	Biosynthesis
PWY-702	L-methionine biosynthesis II	Biosynthesis
PWY-7020	superpathway of butirocin biosynthesis	Super-Pathways
PWY-7020	superpathway of butirocin biosynthesis	Biosynthesis
PWY-7021	superpathway of neomycin biosynthesis	Super-Pathways
PWY-7021	superpathway of neomycin biosynthesis	Biosynthesis
PWY-7022	paromamine biosynthesis II	Biosynthesis
PWY-7024	superpathway of the 3-hydroxypropanoate cycle	Degradation
PWY-7024	superpathway of the 3-hydroxypropanoate cycle	Super-Pathways
PWY-7025	gentamicin biosynthesis	Biosynthesis
PWY-7026	terminal olefins biosynthesis I	Biosynthesis
PWY-7027	hentriaconta-3,6,9,12,15,19,22,25,28-nonaene biosynthesis	Biosynthesis
PWY-7028	UDP-N,N'-diacetylbacillosamine biosynthesis	Biosynthesis
PWY-7029	terminal olefins biosynthesis II	Biosynthesis
PWY-7031	protein N-glycosylation (bacterial)	Glycan-Pathways
PWY-7031	protein N-glycosylation (bacterial)	Biosynthesis
PWY-7032	alkane biosynthesis I	Biosynthesis
PWY-7033	alkane biosynthesis II	Biosynthesis
PWY-7035	(9Z)-tricosene biosynthesis	Biosynthesis
PWY-7036	very long chain fatty acid biosynthesis II	Biosynthesis
PWY-7037	protein O-glycosylation (Neisseria)	Glycan-Pathways
PWY-7037	protein O-glycosylation (Neisseria)	Biosynthesis
PWY-7039	phosphatidate metabolism, as a signaling molecule	Biosynthesis
PWY-7040	violacein biosynthesis	Biosynthesis
PWY-7041	the visual cycle II (molluscs)	Biosynthesis
PWY-7042	the visual cycle (insects)	Biosynthesis
PWY-7043	11-cis-3-hydroxyretinal biosynthesis	Biosynthesis
PWY-7044	5-nitroanthranilate degradation	Degradation
PWY-7045	mithramycin biosynthesis	Biosynthesis
PWY-7046	4-coumarate degradation (anaerobic)	Degradation
PWY-7049	icosapentaenoate biosynthesis II (6-desaturase, mammals)	Biosynthesis
PWY-7050	icosapentaenoate biosynthesis IV (bacteria)	Biosynthesis
PWY-7052	cyanophycin metabolism	Biosynthesis
PWY-7053	docosahexaenoate biosynthesis I (lower eukaryotes)	Biosynthesis
PWY-7054	N-acetylglutaminylglutamine amide biosynthesis	Biosynthesis
PWY-7055	daphnetin modification	Biosynthesis
PWY-7056	daphnin interconversion	Biosynthesis
PWY-7056	daphnin interconversion	Activation-Inactivation-Interconversion
PWY-7057	cichoriin interconversion	Biosynthesis
PWY-7057	cichoriin interconversion	Activation-Inactivation-Interconversion
PWY-7058	esculetin modification	Biosynthesis
PWY-7059	fumigaclavine biosynthesis	Biosynthesis
PWY-7065	2&alpha;,7&beta;-dihydroxylation of taxusin	Biosynthesis
PWY-7066	glycyrrhetinate biosynthesis	Biosynthesis
PWY-7067	betulinate biosynthesis	Biosynthesis
PWY-7068	ursolate biosynthesis	Biosynthesis
PWY-7069	oleanolate biosynthesis	Biosynthesis
PWY-7070	steviol biosynthesis	Biosynthesis
PWY-7071	steviol glucoside biosynthesis (rebaudioside A biosynthesis)	Biosynthesis
PWY-7072	hopanoid biosynthesis (bacteria)	Biosynthesis
PWY-7074	phenylethanol glycoconjugate biosynthesis	Biosynthesis
PWY-7075	phenylethyl acetate biosynthesis	Biosynthesis
PWY-7075	phenylethyl acetate biosynthesis	Activation-Inactivation-Interconversion
PWY-7076	3,5-dimethoxytoluene biosynthesis	Biosynthesis
PWY-7077	N-acetyl-D-galactosamine degradation	Degradation
PWY-7079	geodin biosynthesis	Biosynthesis
PWY-7080	asterrate biosynthesis	Biosynthesis
PWY-7081	4-aminophenol degradation	Degradation
PWY-7082	ammonia oxidation IV (autotrophic ammonia oxidizers)	Degradation
PWY-7082	ammonia oxidation IV (autotrophic ammonia oxidizers)	Super-Pathways
PWY-7082	ammonia oxidation IV (autotrophic ammonia oxidizers)	Energy-Metabolism
PWY-7084	nitrifier denitrification	Degradation
PWY-7084	nitrifier denitrification	Super-Pathways
PWY-7084	nitrifier denitrification	Energy-Metabolism
PWY-7085	triethylamine degradation	Degradation
PWY-7087	2-methylisoborneol biosynthesis	Biosynthesis
PWY-7088	taxiphyllin biosynthesis	Biosynthesis
PWY-7089	taxiphyllin bioactivation	Degradation
PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	Biosynthesis
PWY-7091	linustatin bioactivation	Degradation
PWY-7092	neolinustatin bioactivation	Degradation
PWY-7093	vicianin bioactivation	Degradation
PWY-7094	fatty acid salvage	Biosynthesis
